Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
236	406	0	3.44684021	101324.999	101324.998	101324.997	101324.999	0.000885956179	0.0139668823	100	22.5889	0	0	3
237	407	0	3.46144547	101324.998	101324.998	101324.997	101324.999	0.000907941081	0.0139668823	100	22.3486	0	0	3
238	409	0	3.47605072	101324.998	101324.998	101324.997	101324.999	0.000882488559	0.0139668823	100	22.5581	0	0	3
239	411	0	3.49065598	101324.998	101324.998	101324.997	101324.999	0.000855931416	0.0139668823	100	22.1536	0	0	3
240	412	0	3.50526123	101324.999	101324.998	101324.997	101324.999	0.000806572134	0.0139668823	100	22.4178	0	0	3
241	414	0	3.51986649	101324.998	101324.998	101324.997	101324.999	0.000785142576	0.0139668823	100	22.0668	0	0	3
242	415	0	3.53447174	101324.999	101324.998	101324.997	101324.999	0.000818066386	0.0139668823	100	22.7312	0	0	3
243	417	0	3.549077	101324.998	101324.998	101324.997	101324.999	0.000833245998	0.0139668823	100	22.3938	0	0	3
244	419	0	3.56368225	101324.998	101324.998	101324.997	101324.999	0.000804370531	0.0139668823	100	22.6399	0	0	3
245	421	0	3.57828751	101324.998	101324.998	101324.997	101324.999	0.000782303323	0.0139668823	100	22.1951	0	0	3
246	422	0	3.59289276	101324.999	101324.998	101324.997	101324.999	0.000733077337	0.0139668823	100	22.3378	0	0	3
247	424	0	3.60749802	101324.999	101324.998	101324.997	101324.999	0.000703865997	0.0139668823	100	22.0327	0	0	3
248	426	0	3.62210327	101324.999	101324.998	101324.997	101324.999	0.000714465117	0.0139668823	100	22.7294	0	0	3
249	427	0	3.63670853	101324.998	101324.998	101324.997	101324.999	0.000723025209	0.0139668823	100	22.4228	0	0	3
250	429	0	3.65131378	101324.997	101324.998	101324.997	101324.999	0.000676377051	0.0139668823	100	22.5593	0	0	3
251	431	0	3.66591904	101324.998	101324.998	101324.997	101324.999	0.000653427895	0.0139668823	100	22.138	0	0	3
252	432	0	3.68052429	101324.998	101324.998	101324.997	101324.999	0.000601916632	0.0139668823	100	22.5958	0	0	3
253	434	0	3.69512955	101324.998	101324.998	101324.997	101324.999	0.000572305726	0.0139668823	100	22.1764	0	0	3
254	435	0	3.7097348	101324.998	101324.998	101324.997	101324.999	0.000555228995	0.0139668823	100	22.3908	0	0	3
255	437	0	3.72434006	101324.998	101324.998	101324.997	101324.999	0.000572887497	0.0139668823	100	22.153	0	0	3
256	439	0	3.73894532	101324.998	101324.998	101324.997	101324.999	0.000542627982	0.0139668823	100	22.4641	0	0	3
257	440	0	3.75355057	101324.998	101324.998	101324.997	101324.999	0.000520180911	0.0139668823	100	22.2161	0	0	3
258	442	0	3.76815583	101324.998	101324.998	101324.997	101324.999	0.000471417443	0.0139668823	100	22.5074	0	0	3
259	444	0	3.78276108	101324.998	101324.998	101324.997	101324.999	0.000446669495	0.0139668823	100	22.3653	0	0	3
260	445	0	3.79736634	101324.998	101324.998	101324.997	101324.999	0.000438755204	0.0139668823	100	22.7453	0	0	3
261	447	0	3.81197159	101324.998	101324.998	101324.997	101324.999	0.000458270908	0.0139668823	100	22.4052	0	0	3
262	449	0	3.82657685	101324.999	101324.998	101324.997	101324.999	0.000446751757	0.0139668823	100	22.9299	0	0	3
263	450	0	3.8411821	101324.998	101324.998	101324.997	101324.999	0.000424272774	0.0139668823	100	22.9819	0	0	3
264	452	0	3.85578736	101324.998	101324.998	101324.997	101324.999	0.000377518489	0.0139668823	100	22.9693	0	0	3
265	454	0	3.87039261	101324.998	101324.998	101324.997	101324.999	0.000360472215	0.0139668823	100	22.4313	0	0	3
266	455	0	3.88499787	101324.998	101324.998	101324.997	101324.999	0.000360472215	0.0139668823	100	22.498	0	0	3
267	457	0	3.89960312	101324.998	101324.998	101324.997	101324.999	0.000360472215	0.0139668823	100	22.2954	0	0	3
268	458	0	3.91420838	101324.998	101324.998	101324.997	101324.999	0.000340385785	0.0139668823	100	22.5438	0	0	3
269	460	0	3.92881363	101324.998	101324.998	101324.997	101324.999	0.00032325105	0.0139668823	100	22.2302	0	0	3
270	462	0	3.94341889	101324.999	101324.998	101324.997	101324.999	0.000278362961	0.0139668823	100	22.4781	0	0	3
271	463	0	3.95802414	101324.998	101324.998	101324.997	101324.999	0.000266028699	0.0139668823	100	22.3253	0	0	3
272	465	0	3.9726294	101324.998	101324.998	101324.997	101324.999	0.000266028699	0.0139668823	100	22.6589	0	0	3
273	466	0	3.98723465	101324.998	101324.998	101324.997	101324.999	0.000278155421	0.0139668823	100	22.3331	0	0	3
274	468	0	4.00183991	101324.998	101324.998	101324.997	101324.999	0.000266842879	0.0139668823	100	22.6389	0	0	3
