Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
168	292	0	2.45368286	101324.998	101324.997	101324.996	101324.998	0.00048520189	0.0139668823	100	22.4015	0	0	3
169	293	0	2.46828812	101324.997	101324.997	101324.996	101324.998	0.000474044908	0.0139668823	100	22.0209	0	0	3
170	295	0	2.48289337	101324.997	101324.997	101324.996	101324.998	0.000459455216	0.0139668823	100	22.6693	0	0	3
171	297	0	2.49749863	101324.996	101324.997	101324.996	101324.998	0.000410902765	0.0139668823	100	22.4098	0	0	3
172	298	0	2.51210388	101324.996	101324.997	101324.996	101324.998	0.000419008808	0.0139668823	100	22.584	0	0	3
173	300	0	2.52670914	101324.996	101324.997	101324.996	101324.998	0.000445936268	0.0139668823	100	22.1115	0	0	3
174	302	0	2.54131439	101324.998	101324.997	101324.996	101324.998	0.000445936268	0.0139668823	100	22.298	0	0	3
175	303	0	2.55591965	101324.997	101324.997	101324.996	101324.998	0.000432795234	0.0139668823	100	22.0665	0	0	3
176	305	0	2.5705249	101324.997	101324.997	101324.996	101324.998	0.00041758141	0.0139668823	100	22.6913	0	0	3
177	306	0	2.58513016	101324.996	101324.997	101324.996	101324.998	0.000376083219	0.0139668823	100	22.4012	0	0	3
178	308	0	2.59973541	101324.996	101324.997	101324.996	101324.998	0.000376083219	0.0139668823	100	22.5976	0	0	3
179	310	0	2.61434067	101324.996	101324.997	101324.996	101324.998	0.000401665326	0.0139668823	100	22.1303	0	0	3
180	311	0	2.62894592	101324.998	101324.997	101324.996	101324.998	0.000399642726	0.0139668823	100	22.2059	0	0	3
181	313	0	2.64355118	101324.997	101324.997	101324.996	101324.998	0.000376831988	0.0139668823	100	21.9833	0	0	3
182	315	0	2.65815643	101324.997	101324.997	101324.996	101324.998	0.000349647307	0.0139668823	100	22.6061	0	0	3
183	316	0	2.67276169	101324.997	101324.997	101324.996	101324.998	0.000313130309	0.0139668823	100	22.4442	0	0	3
184	318	0	2.68736695	101324.996	101324.997	101324.996	101324.998	0.000313130309	0.0139668823	100	22.7081	0	0	3
185	320	0	2.7019722	101324.996	101324.997	101324.996	101324.998	0.000300401691	0.0139668823	100	22.3245	0	0	3
186	321	0	2.71657746	101324.998	101324.997	101324.996	101324.998	0.000300401691	0.0139668823	100	22.49	0	0	3
187	323	0	2.73118271	101324.997	101324.997	101324.996	101324.998	0.000285052971	0.0139668823	100	22.0825	0	0	3
188	325	0	2.74578797	101324.998	101324.997	101324.996	101324.998	0.000268719319	0.0139668823	100	22.6014	0	0	3
189	326	0	2.76039322	101324.997	101324.997	101324.996	101324.998	0.000229199548	0.0139668823	100	22.4107	0	0	3
190	328	0	2.77499848	101324.997	101324.997	101324.996	101324.998	0.000229199548	0.0139668823	100	22.6351	0	0	3
191	330	0	2.78960373	101324.997	101324.997	101324.996	101324.998	0.000224512478	0.0139668823	100	22.1769	0	0	3
192	331	0	2.80420899	101324.998	101324.997	101324.996	101324.998	0.000224512478	0.0139668823	100	22.4107	0	0	3
193	333	0	2.81881424	101324.997	101324.997	101324.996	101324.998	0.000214559681	0.0139668823	100	22.069	0	0	3
194	335	0	2.8334195	101324.998	101324.997	101324.996	101324.998	0.000199532718	0.0139668823	100	22.7005	0	0	3
195	336	0	2.84802475	101324.997	101324.997	101324.996	101324.998	0.000160611118	0.0139668823	100	22.4156	0	0	3
196	338	0	2.86263001	101324.997	101324.997	101324.996	101324.998	0.000160611118	0.0139668823	100	22.7004	0	0	3
197	340	0	2.87723526	101324.997	101324.997	101324.996	101324.998	0.000154551934	0.0139668823	100	22.2311	0	0	3
198	342	0	2.89184052	101324.998	101324.997	101324.996	101324.998	0.000161897289	0.0139668823	100	22.194	0	0	3
199	343	0	2.90644577	101324.998	101324.997	101324.996	101324.998	0.000181936906	0.0139668823	100	22.1234	0	0	3
