Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
222	383	0	3.24236664	293.201335	293.201818	293.201335	293.202407	0.00107186699	6.98902652e-005	6.5	0.0131643	0	0	3
223	384	0	3.2569719	293.201313	293.201787	293.201313	293.202367	0.00105377392	6.98963925e-005	6.6	0.0132353	0	0	3
224	386	0	3.27157715	293.201292	293.201756	293.201292	293.202328	0.00103520053	6.99002698e-005	6.7	0.0132777	0	0	3
225	388	0	3.28618241	293.201272	293.201726	293.201272	293.202288	0.00101640688	6.99017465e-005	6.8	0.0132748	0	0	3
226	389	0	3.30078766	293.201252	293.201697	293.201252	293.202249	0.000997749822	6.9900711e-005	7	0.0132819	0	0	3
227	391	0	3.31539292	293.201232	293.201667	293.201232	293.202211	0.000979143083	6.98970051e-005	7.1	0.0132652	0	0	3
228	392	0	3.32999817	293.201212	293.201639	293.201212	293.202173	0.000960611829	6.98904272e-005	7.2	0.013143	0	0	3
229	394	0	3.34460343	293.201194	293.201611	293.201194	293.202136	0.000942048693	6.98808329e-005	7.4	0.0132279	0	0	3
230	396	0	3.35920868	293.201175	293.201583	293.201175	293.202098	0.000923212314	6.98680989e-005	7.5	0.0133225	0	0	3
231	397	0	3.37381394	293.201157	293.201557	293.201157	293.202062	0.000904354616	6.98521117e-005	7.7	0.0133114	0	0	3
232	399	0	3.38841919	293.20114	293.20153	293.20114	293.202026	0.000885932203	6.9832831e-005	7.8	0.01329	0	0	3
233	401	0	3.40302445	293.201122	293.201504	293.201122	293.20199	0.000867778204	6.98101804e-005	8	0.0133264	0	0	3
234	402	0	3.4176297	293.201105	293.201479	293.201105	293.201955	0.000849882408	6.97840187e-005	8.2	0.0134043	0	0	3
235	404	0	3.43223496	293.201089	293.201454	293.201089	293.201921	0.000832039845	6.97542326e-005	8.3	0.0134679	0	0	3
236	406	0	3.44684021	293.201073	293.20143	293.201073	293.201887	0.000814100903	6.97207694e-005	8.5	0.0135457	0	0	3
237	407	0	3.46144547	293.201057	293.201406	293.201057	293.201853	0.000796302119	6.96835984e-005	8.7	0.0136234	0	0	3
238	409	0	3.47605072	293.201041	293.201383	293.201041	293.20182	0.000779118047	6.96427338e-005	8.9	0.0137045	0	0	3
239	411	0	3.49065598	293.201026	293.201361	293.201026	293.201788	0.0007623471	6.95981339e-005	9.1	0.0137783	0	0	3
240	412	0	3.50526123	293.201011	293.201338	293.201011	293.201757	0.000745890439	6.95497073e-005	9.3	0.0138545	0	0	3
241	414	0	3.51986649	293.200996	293.201317	293.200996	293.201726	0.000729637133	6.94973988e-005	9.5	0.0139182	0	0	3
242	415	0	3.53447174	293.200982	293.201295	293.200982	293.201696	0.000713424961	6.94411776e-005	9.7	0.0139907	0	0	3
243	417	0	3.549077	293.200968	293.201275	293.200968	293.201666	0.000697506962	6.93810409e-005	9.9	0.0140682	0	0	3
244	419	0	3.56368225	293.200954	293.201254	293.200954	293.201637	0.000682215799	6.93170464e-005	10.1	0.0141472	0	0	3
245	421	0	3.57828751	293.200941	293.201234	293.200941	293.201608	0.000667453948	6.92492107e-005	10.3	0.0142216	0	0	3
246	422	0	3.59289276	293.200928	293.201215	293.200928	293.201581	0.000653139491	6.91774893e-005	10.5	0.0142959	0	0	3
247	424	0	3.60749802	293.200915	293.201196	293.200915	293.201554	0.000639086413	6.91018578e-005	10.8	0.0143618	0	0	3
248	426	0	3.62210327	293.200902	293.201177	293.200902	293.201527	0.000625154651	6.90223516e-005	11	0.0144341	0	0	3
249	427	0	3.63670853	293.200889	293.201159	293.200889	293.201501	0.000611516467	6.89389965e-005	11.2	0.0145171	0	0	3
250	429	0	3.65131378	293.200877	293.201141	293.200877	293.201476	0.000598490592	6.88518792e-005	11.5	0.0145973	0	0	3
251	431	0	3.66591904	293.200865	293.201124	293.200865	293.201451	0.000585898667	6.87610393e-005	11.7	0.0146752	0	0	3
252	432	0	3.68052429	293.200853	293.201107	293.200853	293.201427	0.000573748691	6.86664888e-005	11.9	0.0147484	0	0	3
253	434	0	3.69512955	293.200841	293.20109	293.200841	293.201403	0.000561807356	6.85682236e-005	12.2	0.0148199	0	0	3
254	435	0	3.7097348	293.20083	293.201074	293.20083	293.20138	0.000550055245	6.84663154e-005	12.4	0.0148966	0	0	3
255	437	0	3.72434006	293.200819	293.201058	293.200819	293.201357	0.000538529674	6.83608181e-005	12.6	0.0149759	0	0	3
256	439	0	3.73894532	293.200808	293.201042	293.200808	293.201335	0.000527469346	6.82518302e-005	12.9	0.015055	0	0	3
257	440	0	3.75355057	293.200797	293.201026	293.200797	293.201313	0.000516677427	6.81393925e-005	13.1	0.0151321	0	0	3
258	442	0	3.76815583	293.200786	293.201011	293.200786	293.201292	0.000506306757	6.80235503e-005	13.4	0.0152092	0	0	3
259	444	0	3.78276108	293.200776	293.200997	293.200776	293.201272	0.000496128152	6.79043529e-005	13.6	0.0152858	0	0	3
260	445	0	3.79736634	293.200766	293.200982	293.200766	293.201252	0.000486115808	6.77819007e-005	13.9	0.0153615	0	0	3
261	447	0	3.81197159	293.200755	293.200968	293.200755	293.201232	0.000476274704	6.7656279e-005	14.2	0.0154374	0	0	3
262	449	0	3.82657685	293.200746	293.200954	293.200746	293.201212	0.000466902859	6.75276218e-005	14.4	0.0155159	0	0	3
263	450	0	3.8411821	293.200736	293.200941	293.200736	293.201194	0.000457754225	6.73960056e-005	14.7	0.0155842	0	0	3
264	452	0	3.85578736	293.200726	293.200927	293.200726	293.201175	0.000449072289	6.72615058e-005	14.9	0.0156574	0	0	3
265	454	0	3.87039261	293.200717	293.200914	293.200717	293.201157	0.000440699286	6.71242104e-005	15.2	0.0157348	0	0	3
266	455	0	3.88499787	293.200707	293.200901	293.200707	293.20114	0.000432466387	6.69842498e-005	15.4	0.0158122	0	0	3
267	457	0	3.89960312	293.200698	293.200889	293.200698	293.201122	0.000424319045	6.68417178e-005	15.7	0.0158818	0	0	3
268	458	0	3.91420838	293.200689	293.200876	293.200689	293.201105	0.000416517243	6.66967443e-005	16	0.0159582	0	0	3
269	460	0	3.92881363	293.20068	293.200864	293.20068	293.201089	0.000408875243	6.65493978e-005	16.2	0.0160341	0	0	3
270	462	0	3.94341889	293.200671	293.200852	293.200671	293.201073	0.000401521479	6.63997424e-005	16.5	0.0161156	0	0	3
271	463	0	3.95802414	293.200663	293.20084	293.200663	293.201057	0.000394264558	6.62478477e-005	16.8	0.016187	0	0	3
272	465	0	3.9726294	293.200654	293.200829	293.200654	293.201041	0.000387095719	6.60938505e-005	17	0.0162644	0	0	3
273	466	0	3.98723465	293.200646	293.200818	293.200646	293.201026	0.00038002814	6.59378574e-005	17.3	0.0163438	0	0	3
274	468	0	4.00183991	293.200638	293.200806	293.200638	293.201011	0.000373312513	6.57799951e-005	17.6	0.0164255	0	0	3
